web-scraper-order,web-scraper-start-url,data001,data001-href,Nom,Prix,Adresse,Image-src
"1739056118-174","https://sn.coinafrique.com/categorie/chiens?page=8","Caniches","https://sn.coinafrique.com/annonce/chiens/caniches-2913795","Caniches","100 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4634226_uploaded_image1_1710001956.jpg"
"1739056121-175","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Rottweiler","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-2920881","Chiot Rottweiler","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5004868_uploaded_image1_1729539442.jpg"
"1739056123-176","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Husky","https://sn.coinafrique.com/annonce/chiens/chiot-husky-2922194","Chiot Husky","450 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5118298_uploaded_image1_1735944932.jpg"
"1739056126-177","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot husky","https://sn.coinafrique.com/annonce/chiens/chiot-husky-2922209","Chiot husky","450 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5118298_uploaded_image1_1735944932.jpg"
"1739056128-178","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-2923824","Chiots Berger Allemand","165 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739056131-179","https://sn.coinafrique.com/categorie/chiens?page=8","Chien Pitbull","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-2927795","Chien Pitbull","170 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3532010_uploaded_image1_1642671792.jpg"
"1739056133-180","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots bolognais","https://sn.coinafrique.com/annonce/chiens/chiots-bolognais-2932610","Chiots bolognais","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2932610_uploaded_image1_1612474936.jpg"
"1739056135-181","https://sn.coinafrique.com/categorie/chiens?page=8","Berger femelle","https://sn.coinafrique.com/annonce/chiens/berger-femelle-2939379","Berger femelle","160 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2939379_uploaded_image1_1612792768.jpg"
"1739056138-182","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot berger allemand / husky","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-husky-2945713","Chiot berger allemand / husky","175 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2945713_uploaded_image1_1613048772.jpg"
"1739056142-183","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-2946384","Chiots Malinois","300 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2946384_uploaded_image1_1613065281.jpg"
"1739056145-184","https://sn.coinafrique.com/categorie/chiens?page=8","Chien","https://sn.coinafrique.com/annonce/chiens/chien-2949981","Chien","500 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5078573_uploaded_image1_1733447779.jpg"
"1739056148-185","https://sn.coinafrique.com/categorie/chiens?page=8","Chien Pitbull femelle","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-femelle-2950286","Chien Pitbull femelle","300 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_2950286_uploaded_image1_1613256678.jpg"
"1739056150-186","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-2951499","Chiots malinois","250 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4118286_uploaded_image1_1677846223.jpg"
"1739056153-187","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-2951762","Chiots Malinois","230 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739056155-188","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot boerboel","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-2957371","Chiot boerboel","300 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2957371_uploaded_image1_1613600366.jpg"
"1739056158-189","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Husky 4mois femelle","https://sn.coinafrique.com/annonce/chiens/chiot-husky-4mois-femelle-2962156","Chiot Husky 4mois femelle","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2962156_uploaded_image1_1613831786.jpg"
"1739056160-190","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-2965558","Chiots","150 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3442911_uploaded_image1_1637185024.jpg"
"1739056163-191","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots bichons maltais pure race","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-pure-race-2972487","Chiots bichons maltais pure race","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739056165-192","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots boerboels purebreed","https://sn.coinafrique.com/annonce/chiens/chiots-boerboels-purebreed-2974090","Chiots boerboels purebreed","400 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_2974090_uploaded_image1_1614426862.jpg"
"1739056167-193","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Rottweiler","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-2978927","Chiots Rottweiler","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5004868_uploaded_image1_1729539442.jpg"
"1739056170-194","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Cane Corso","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-2996177","Chiots Cane Corso","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2996177_uploaded_image1_1615461551.jpg"
"1739056173-195","https://sn.coinafrique.com/categorie/chiens?page=8","Chien cane corso","https://sn.coinafrique.com/annonce/chiens/chien-cane-corso-2996181","Chien cane corso","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2996181_uploaded_image1_1615461660.jpg"
"1739056175-196","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3005026","Chiot Labrador","450 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3267297_uploaded_image1_1628319181.jpg"
"1739056178-197","https://sn.coinafrique.com/categorie/chiens?page=8","Berger belge malinois","https://sn.coinafrique.com/annonce/chiens/berger-belge-malinois-3005565","Berger belge malinois","Prix sur demande","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005565_uploaded_image1_1615928047.jpg"
"1739056181-198","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot cane corso","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-3005863","Chiot cane corso","450 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1739056183-199","https://sn.coinafrique.com/categorie/chiens?page=8","Chien Bijon Malté","https://sn.coinafrique.com/annonce/chiens/chien-bijon-malte-3012169","Chien Bijon Malté","210 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3012169_uploaded_image1_1616254703.jpg"
"1739056186-200","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Bergers Allemands","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3018685","Chiots Bergers Allemands","150 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4653887_uploaded_image1_1711074324.jpg"
"1739056188-201","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot couple teckel","https://sn.coinafrique.com/annonce/chiens/chiot-couple-teckel-3023422","Chiot couple teckel","200 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3023422_uploaded_image1_1616808652.jpg"
"1739056190-202","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3025431","Chiot pitbull","150 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3025431_uploaded_image1_1616942140.jpg"
"1739056193-203","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Husky","https://sn.coinafrique.com/annonce/chiens/chiot-husky-3032898","Chiot Husky","450 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3032898_uploaded_image1_1617282596.jpg"
"1739056195-204","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Bergers Allemands","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3035100","Chiots Bergers Allemands","150 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4679501_uploaded_image1_1712415418.jpg"
"1739056198-205","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot femelle Yorkshire","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-yorkshire-3045523","Chiot femelle Yorkshire","400 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3045523_uploaded_image1_1617806957.jpg"
"1739056201-206","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot berger allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3057290","Chiot berger allemand","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739056205-207","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3057308","Chiots Berger allemand","160 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739056208-208","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Boerboel","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-3057395","Chiot Boerboel","450 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3057395_uploaded_image1_1618335212.jpg"
"1739056210-209","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-3062078","Chiot Bichon","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739056213-210","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot berger allemand mâle","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-male-3064744","Chiot berger allemand mâle","150 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4884833_uploaded_image1_1723151589.jpg"
"1739056215-211","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-3076436","Chiot Bichon","200 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739056218-212","https://sn.coinafrique.com/categorie/chiens?page=8","Chiots Bichon Maltais","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-3079960","Chiots Bichon Maltais","350 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1739056220-213","https://sn.coinafrique.com/categorie/chiens?page=8","Chiot Pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3083215","Chiot Pitbull","130 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
"1739056227-214","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Pitbull","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-3085151","Chiots Pitbull","150 CFA","Bargny, Sénégal","https://images.coinafrique.com/thumb_3085151_uploaded_image1_1619629177.jpg"
"1739056230-215","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Pékinois","https://sn.coinafrique.com/annonce/chiens/chiots-pekinois-3086369","Chiots Pékinois","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_3498824_uploaded_image1_1640602505.jpg"
"1739056232-216","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot berger allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3092060","Chiot berger allemand","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3092060_uploaded_image1_1619960652.jpg"
"1739056235-217","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots labradors","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-3098631","Chiots labradors","450 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756515_uploaded_image1_1656067446.jpg"
"1739056238-218","https://sn.coinafrique.com/categorie/chiens?page=7","Chien Pitbull","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-3098650","Chien Pitbull","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3098650_uploaded_image1_1620217591.jpg"
"1739056240-219","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Berger Malinois mâle - femelle","https://sn.coinafrique.com/annonce/chiens/chiots-berger-malinois-male-femelle-3106040","Chiots Berger Malinois mâle - femelle","200 000 CFA","Thies, Sénégal",""
"1739056243-220","https://sn.coinafrique.com/categorie/chiens?page=7","Chien mâle berger allemand","https://sn.coinafrique.com/annonce/chiens/chien-male-berger-allemand-3106042","Chien mâle berger allemand","150 000 CFA","Thies, Sénégal",""
"1739056245-221","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot berger malinois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-3109622","Chiot berger malinois","100 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1739056248-222","https://sn.coinafrique.com/categorie/chiens?page=7","Chiens Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-3121248","Chiens Berger Allemand","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3121248_uploaded_image1_1621346709.jpg"
"1739056250-223","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-3127168","Chiot Malinois","400 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4118286_uploaded_image1_1677846223.jpg"
"1739056253-224","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots tigrés","https://sn.coinafrique.com/annonce/chiens/chiots-tigres-3130909","Chiots tigrés","150 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3130909_uploaded_image1_1621857767.jpg"
"1739056255-225","https://sn.coinafrique.com/categorie/chiens?page=7","Pitbul","https://sn.coinafrique.com/annonce/chiens/pitbul-3137013","Pitbul","120 000 CFA","Bargny, Sénégal","https://images.coinafrique.com/thumb_3137013_uploaded_image1_1622138411.jpg"
"1739056258-226","https://sn.coinafrique.com/categorie/chiens?page=7","Bichons maltais","https://sn.coinafrique.com/annonce/chiens/bichons-maltais-3143508","Bichons maltais","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739056260-227","https://sn.coinafrique.com/categorie/chiens?page=7","Mâle berger allemand","https://sn.coinafrique.com/annonce/chiens/male-berger-allemand-3154709","Mâle berger allemand","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3671351_uploaded_image1_1651056079.jpg"
"1739056263-228","https://sn.coinafrique.com/categorie/chiens?page=7","Mâle berger allemand","https://sn.coinafrique.com/annonce/chiens/male-berger-allemand-3154731","Mâle berger allemand","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3671351_uploaded_image1_1651056079.jpg"
"1739056265-229","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots bichon malté","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-malte-3154816","Chiots bichon malté","180 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3154816_uploaded_image1_1622898660.jpg"
"1739056268-230","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots bergers allemands","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3156059","Chiots bergers allemands","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1739056270-231","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3157315","Chiot Labrador","300 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3157315_uploaded_image1_1623033828.jpg"
"1739056272-232","https://sn.coinafrique.com/categorie/chiens?page=7","Caniches Bichons maltais - 5 mois","https://sn.coinafrique.com/annonce/chiens/caniches-bichons-maltais-5-mois-3159435","Caniches Bichons maltais - 5 mois","125 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3159435_uploaded_image1_1623109995.jpg"
"1739056275-233","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3163567","Chiot Berger Allemand","165 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739056277-234","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Malinois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-3166487","Chiot Malinois","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3166487_uploaded_image1_1623411352.jpg"
"1739056280-235","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot berger allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3169152","Chiot berger allemand","175 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5016564_uploaded_image1_1730217865.jpg"
"1739056282-236","https://sn.coinafrique.com/categorie/chiens?page=7","Chien","https://sn.coinafrique.com/annonce/chiens/chien-3173633","Chien","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3173633_uploaded_image1_1623766305.jpg"
"1739056285-237","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3173764","Chiots Berger Allemand","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3173764_uploaded_image1_1623769361.jpg"
"1739056287-238","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3174177","Chiots berger allemand","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1739056291-239","https://sn.coinafrique.com/categorie/chiens?page=7","Chien berger belge malinois","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-3174182","Chien berger belge malinois","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3174182_uploaded_image1_1623781709.jpg"
"1739056297-240","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots pittbull male","https://sn.coinafrique.com/annonce/chiens/chiots-pittbull-male-3182211","Chiots pittbull male","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3185241_uploaded_image1_1624350699.jpg"
"1739056301-241","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3183820","Chiot Pitbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5123496_uploaded_image1_1736258658.jpg"
"1739056304-242","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot pittbull","https://sn.coinafrique.com/annonce/chiens/chiot-pittbull-3185241","Chiot pittbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5123496_uploaded_image1_1736258658.jpg"
"1739056307-243","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Doberman","https://sn.coinafrique.com/annonce/chiens/chiot-doberman-3189286","Chiot Doberman","450 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3189286_uploaded_image1_1624530960.jpg"
"1739056309-244","https://sn.coinafrique.com/categorie/chiens?page=7","Chien Canne Corso italien","https://sn.coinafrique.com/annonce/chiens/chien-canne-corso-italien-3190440","Chien Canne Corso italien","300 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3190440_uploaded_image1_1624569942.jpg"
"1739056312-245","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-3191873","Chiots","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3442911_uploaded_image1_1637185024.jpg"
"1739056314-246","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-3193468","Chiots","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3442911_uploaded_image1_1637185024.jpg"
"1739056317-247","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot berger allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3193543","Chiot berger allemand","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739056320-248","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Rotweiller","https://sn.coinafrique.com/annonce/chiens/chiots-rotweiller-3199510","Chiots Rotweiller","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4920593_uploaded_image1_1725147642.jpg"
"1739056325-249","https://sn.coinafrique.com/categorie/chiens?page=7","Caniche bichon","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-3202334","Caniche bichon","200 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3202334_uploaded_image1_1625164146.jpg"
"1739056328-250","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Boerboel","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-3212861","Chiot Boerboel","450 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3874975_uploaded_image1_1662997342.jpg"
"1739056331-251","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot berger","https://sn.coinafrique.com/annonce/chiens/chiot-berger-3214802","Chiot berger","250 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3742224_uploaded_image1_1655226051.jpg"
"1739056334-252","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3226832","Chiot Pitbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5123496_uploaded_image1_1736258658.jpg"
"1739056340-253","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot métisse pitbull - malinois","https://sn.coinafrique.com/annonce/chiens/chiot-metisse-pitbull-malinois-3236932","Chiot métisse pitbull - malinois","170 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3236932_uploaded_image1_1626721106.jpg"
"1739056343-254","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Alaskan Malamut","https://sn.coinafrique.com/annonce/chiens/chiot-alaskan-malamut-3241666","Chiot Alaskan Malamut","550 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3241666_uploaded_image1_1627044118.jpg"
"1739056345-255","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3241804","Chiot Labrador","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3241804_uploaded_image1_1627049158.jpg"
"1739056348-256","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-3241866","Chiots malinois","150 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4894008_uploaded_image1_1723642785.jpg"
"1739056351-257","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot","https://sn.coinafrique.com/annonce/chiens/chiot-3244351","Chiot","50 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739056353-258","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3247804","Chiot Labrador","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3267297_uploaded_image1_1628319181.jpg"
"1739056356-259","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3252408","Chiot Labrador","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3267297_uploaded_image1_1628319181.jpg"
"1739056359-260","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3267297","Chiot Labrador","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3267297_uploaded_image1_1628319181.jpg"
"1739056361-261","https://sn.coinafrique.com/categorie/chiens?page=7","Chien berger allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-3270823","Chien berger allemand","130 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3424026_uploaded_image3_1636184109.jpeg"
"1739056364-262","https://sn.coinafrique.com/categorie/chiens?page=7","Berger allemand","https://sn.coinafrique.com/annonce/chiens/berger-allemand-3275523","Berger allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739056367-263","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots berger allemand malinois","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-malinois-3277097","Chiots berger allemand malinois","100 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3277097_uploaded_image1_1628797153.jpg"
"1739056369-264","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Akita","https://sn.coinafrique.com/annonce/chiens/chiots-akita-3281423","Chiots Akita","450 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3281423_uploaded_image1_1629044957.jpg"
"1739056372-265","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots bichon","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-3285176","Chiots bichon","155 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1739056374-266","https://sn.coinafrique.com/categorie/chiens?page=7","Chien","https://sn.coinafrique.com/annonce/chiens/chien-3287244","Chien","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739056376-267","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3289564","Chiots Berger Allemand","135 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4779635_uploaded_image1_1717531124.jpg"
