web-scraper-order,web-scraper-start-url,Data004,Data004-href,Noms,Prix,Adresse,Image-src
"1739066200-99","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Laor noir","https://sn.coinafrique.com/annonce/autres-animaux/laor-noir-3005811","Laor noir","35 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3005811_uploaded_image1_1615937465.jpg"
"1739066203-100","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-3012014","Bœuf","425 000 CFA","Guediawaye, Dakar, Sénégal",""
"1739066210-101","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cheval","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3012715","Cheval","800 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3526170_uploaded_image1_1642274663.jpg"
"1739066212-102","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oie adulte","https://sn.coinafrique.com/annonce/autres-animaux/oie-adulte-3025291","Oie adulte","80 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3025291_uploaded_image1_1616933629.jpg"
"1739066214-103","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oisillons","https://sn.coinafrique.com/annonce/autres-animaux/oisillons-3026572","Oisillons","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3026572_uploaded_image1_1617014695.jpg"
"1739066217-104","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Taureau géniteur laitier","https://sn.coinafrique.com/annonce/autres-animaux/taureau-geniteur-laitier-3039728","Taureau géniteur laitier","2 000 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3087054_uploaded_image1_1619718794.jpg"
"1739066219-105","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cheval","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3053064","Cheval","650 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3526170_uploaded_image1_1642274663.jpg"
"1739066222-106","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chaton","https://sn.coinafrique.com/annonce/autres-animaux/chaton-3054622","Chaton","Prix sur demande","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3341213_uploaded_image1_1631968364.jpg"
"1739066224-107","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Taureau - géniteur laitier","https://sn.coinafrique.com/annonce/autres-animaux/taureau-geniteur-laitier-3087054","Taureau - géniteur laitier","2 000 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3087054_uploaded_image1_1619718794.jpg"
"1739066227-108","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Couple perruche arc en ciel","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruche-arc-en-ciel-3092218","Couple perruche arc en ciel","40 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3092218_uploaded_image1_1619966133.jpg"
"1739066229-109","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Trio dindes d’amérique","https://sn.coinafrique.com/annonce/autres-animaux/trio-dindes-damerique-3092550","Trio dindes d’amérique","65 000 CFA","Mbao, Dakar, Sénégal",""
"1739066232-110","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Vache","https://sn.coinafrique.com/annonce/autres-animaux/vache-3095614","Vache","300 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3095614_uploaded_image1_1620093462.jpg"
"1739066235-111","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Couple perruches ondulées","https://sn.coinafrique.com/annonce/autres-animaux/couple-perruches-ondulees-3116528","Couple perruches ondulées","100 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3116528_uploaded_image1_1621091686.jpg"
"1739066237-112","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oiseaux exotiques","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3119376","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3773129_uploaded_image1_1657027947.jpg"
"1739066240-113","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Couple colvert","https://sn.coinafrique.com/annonce/autres-animaux/couple-colvert-3127244","Couple colvert","30 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3422543_uploaded_image1_1636113502.jpg"
"1739066242-114","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oie géant","https://sn.coinafrique.com/annonce/autres-animaux/oie-geant-3133835","Oie géant","85 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3646953_uploaded_image1_1649560934.jpg"
"1739066245-115","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Boeuf","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3140204","Boeuf","800 000 CFA","Bambey, Sénégal","https://images.coinafrique.com/thumb_4196106_uploaded_image1_1682881461.jpg"
"1739066247-116","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Poisson vivant","https://sn.coinafrique.com/annonce/autres-animaux/poisson-vivant-3140939","Poisson vivant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3140939_uploaded_image1_1622373784.jpg"
"1739066249-117","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Rat","https://sn.coinafrique.com/annonce/autres-animaux/rat-3156125","Rat","Prix sur demande","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3156125_uploaded_image1_1622977662.jpg"
"1739066252-118","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paonneau","https://sn.coinafrique.com/annonce/autres-animaux/paonneau-3164991","Paonneau","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3164991_uploaded_image1_1623339895.jpg"
"1739066254-119","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Dinde","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3165522","Dinde","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_4170236_uploaded_image1_1681079402.jpg"
"1739066257-120","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Couple dinde","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-3169645","Couple dinde","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3169645_uploaded_image2_1623581040.jpeg"
"1739066259-121","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cailles","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3169648","Cailles","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_4701407_uploaded_image1_1713575328.jpg"
"1739066262-122","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cheval","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3169679","Cheval","450 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3169679_uploaded_image1_1623583685.jpg"
"1739066264-123","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oies","https://sn.coinafrique.com/annonce/autres-animaux/oies-3172006","Oies","60 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3569402_uploaded_image1_1644969388.jpg"
"1739066267-124","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oies","https://sn.coinafrique.com/annonce/autres-animaux/oies-3172011","Oies","60 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3569402_uploaded_image1_1644969388.jpg"
"1739066269-125","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Perruches ondulées","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-3215371","Perruches ondulées","20 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5138284_uploaded_image1_1737038687.jpg"
"1739066271-126","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chatons 2 et 3 mois","https://sn.coinafrique.com/annonce/autres-animaux/chatons-2-et-3-mois-3222114","Chatons 2 et 3 mois","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222114_uploaded_image1_1626003610.jpg"
"1739066274-127","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3240329","Bœufs","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal",""
"1739066276-128","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Perruche ondulée","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-3243586","Perruche ondulée","15 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5138284_uploaded_image1_1737038687.jpg"
"1739066279-129","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3253864","Bœufs","740 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1739066281-130","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chaton","https://sn.coinafrique.com/annonce/autres-animaux/chaton-3254310","Chaton","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3254310_uploaded_image1_1627784670.jpg"
"1739066284-131","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Poisson aquarium","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-3256827","Poisson aquarium","12 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4898597_uploaded_image1_1723887709.jpg"
"1739066286-132","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Taureau","https://sn.coinafrique.com/annonce/autres-animaux/taureau-3263210","Taureau","740 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3269989_uploaded_image1_1628451897.jpg"
"1739066289-133","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Taureau","https://sn.coinafrique.com/annonce/autres-animaux/taureau-3269989","Taureau","740 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3269989_uploaded_image1_1628451897.jpg"
"1739066291-134","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Taureau","https://sn.coinafrique.com/annonce/autres-animaux/taureau-3271377","Taureau","450 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3271377_uploaded_image1_1628524523.jpg"
"1739066294-135","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oies adultes","https://sn.coinafrique.com/annonce/autres-animaux/oies-adultes-3273490","Oies adultes","130 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3763969_uploaded_image1_1656542478.jpg"
"1739066297-136","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Boeuf","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3282945","Boeuf","650 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3282945_uploaded_image1_1629127993.jpg"
"1739066299-137","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Vache","https://sn.coinafrique.com/annonce/autres-animaux/vache-3287170","Vache","600 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4878570_uploaded_image1_1722874635.jpg"
"1739066301-138","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Vache","https://sn.coinafrique.com/annonce/autres-animaux/vache-3287171","Vache","600 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4878570_uploaded_image1_1722874635.jpg"
"1739066304-139","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chèvre mâle","https://sn.coinafrique.com/annonce/autres-animaux/chevre-male-3315646","Chèvre mâle","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4387674_uploaded_image1_1695430824.jpg"
"1739066306-140","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oie gardien","https://sn.coinafrique.com/annonce/autres-animaux/oie-gardien-3316810","Oie gardien","90 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3316810_uploaded_image1_1630785291.jpg"
"1739066309-141","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oie guinéen","https://sn.coinafrique.com/annonce/autres-animaux/oie-guineen-3316816","Oie guinéen","100 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3316816_uploaded_image1_1630785391.jpg"
"1739066311-142","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Veaux","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3318063","Veaux","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3350491_uploaded_image1_1632436028.jpg"
"1739066314-143","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Caille","https://sn.coinafrique.com/annonce/autres-animaux/caille-3319937","Caille","2 500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3576048_uploaded_image1_1645409801.jpg"
"1739066316-144","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cailleteaux","https://sn.coinafrique.com/annonce/autres-animaux/cailleteaux-3319946","Cailleteaux","400 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3319946_uploaded_image1_1630948417.jpg"
"1739066318-145","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Perruche","https://sn.coinafrique.com/annonce/autres-animaux/perruche-3321530","Perruche","24 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4194617_uploaded_image1_1682759209.jpg"
"1739066321-146","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-3330908","Bœuf","1 200 000 CFA","Guediawaye, Dakar, Sénégal",""
"1739066323-147","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Veaux","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3335012","Veaux","250 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3350491_uploaded_image1_1632436028.jpg"
"1739066326-148","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Perruches","https://sn.coinafrique.com/annonce/autres-animaux/perruches-3336754","Perruches","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3968286_uploaded_image1_1668632770.jpg"
"1739066328-149","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chaton","https://sn.coinafrique.com/annonce/autres-animaux/chaton-3341213","Chaton","40 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3341213_uploaded_image1_1631968364.jpg"
"1739066330-150","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Carpe Koï","https://sn.coinafrique.com/annonce/autres-animaux/carpe-koi-3345713","Carpe Koï","100 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_863425_uploaded_image1_1566425287.55.png"
"1739066333-151","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Géniteur Holstein","https://sn.coinafrique.com/annonce/autres-animaux/geniteur-holstein-3348819","Géniteur Holstein","2 200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3348819_uploaded_image1_1632352628.jpg"
"1739066335-152","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Taureaux Holstein","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-holstein-3348822","Taureaux Holstein","2 500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3348822_uploaded_image1_1632352988.jpg"
"1739066338-153","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Veaux","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3350491","Veaux","250 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3350491_uploaded_image1_1632436028.jpg"
"1739066340-154","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Autruchon","https://sn.coinafrique.com/annonce/autres-animaux/autruchon-3357168","Autruchon","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3357168_uploaded_image1_1632871377.jpg"
"1739066342-155","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Caille","https://sn.coinafrique.com/annonce/autres-animaux/caille-3360468","Caille","2 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405018_uploaded_image1_1635264107.jpg"
"1739066345-156","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Couple hermine","https://sn.coinafrique.com/annonce/autres-animaux/couple-hermine-3369362","Couple hermine","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3369362_uploaded_image1_1633438173.jpg"
"1739066348-157","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-3369906","Bœuf","500 000 CFA","Dakar, Sénégal",""
"1739066350-158","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cailles","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3371486","Cailles","1 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405018_uploaded_image1_1635264107.jpg"
"1739066352-159","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paon bleu adulte","https://sn.coinafrique.com/annonce/autres-animaux/paon-bleu-adulte-3372722","Paon bleu adulte","300 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3372722_uploaded_image1_1633568000.jpg"
"1739066355-160","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Trio de paon bleu","https://sn.coinafrique.com/annonce/autres-animaux/trio-de-paon-bleu-3389732","Trio de paon bleu","450 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3389732_uploaded_image1_1634436997.jpg"
"1739066357-161","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Perruches","https://sn.coinafrique.com/annonce/autres-animaux/perruches-3395087","Perruches","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3968286_uploaded_image1_1668632770.jpg"
"1739066360-162","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cailles","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3405018","Cailles","2 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405018_uploaded_image1_1635264107.jpg"
"1739066362-163","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oies de toulouse","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-3413662","Oies de toulouse","450 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3646953_uploaded_image1_1649560934.jpg"
"1739066365-164","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paire d'oie","https://sn.coinafrique.com/annonce/autres-animaux/paire-doie-3418166","Paire d'oie","100 000 CFA","Thies, Sénégal",""
"1739066367-165","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Canards","https://sn.coinafrique.com/annonce/autres-animaux/canards-3422543","Canards","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4056116_uploaded_image1_1674103896.jpg"
"1739066369-166","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Couple dinde rouge","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-rouge-3425196","Couple dinde rouge","90 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3425196_uploaded_image1_1636231334.jpg"
"1739066372-167","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3448056","Bœufs","Prix sur demande","Louga, Sénégal",""
"1739066374-168","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chaton siamois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-3450631","Chaton siamois","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3450631_uploaded_image1_1637664547.jpg"
"1739066377-169","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Dindes","https://sn.coinafrique.com/annonce/autres-animaux/dindes-3474757","Dindes","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169875_uploaded_image1_1681057517.jpg"
"1739066380-170","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-3492877","Bœuf","900 000 CFA","Bambey, Sénégal",""
"1739066382-171","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oies de toulouse","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-3496368","Oies de toulouse","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3569402_uploaded_image1_1644969388.jpg"
"1739066385-172","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paon","https://sn.coinafrique.com/annonce/autres-animaux/paon-3500261","Paon","350 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4277277_uploaded_image1_1688258720.jpg"
"1739066387-173","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Hamster","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3502571","Hamster","15 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3689324_uploaded_image1_1652181532.jpg"
"1739066390-174","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3509381","Bœufs","300 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1739066392-175","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chat persan chinchilla","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-3515163","Chat persan chinchilla","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3515163_uploaded_image1_1641642618.jpg"
"1739066395-176","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cheval","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3515231","Cheval","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3526170_uploaded_image1_1642274663.jpg"
"1739066397-177","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cochon dinde","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520065","Cochon dinde","45 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3520084_uploaded_image1_1641925340.jpg"
"1739066400-178","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cochon dinde","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520078","Cochon dinde","45 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3520084_uploaded_image1_1641925340.jpg"
"1739066402-179","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cochon dinde","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520084","Cochon dinde","45 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3520084_uploaded_image1_1641925340.jpg"
"1739066404-180","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bouc Espagnol","https://sn.coinafrique.com/annonce/autres-animaux/bouc-espagnol-3523752","Bouc Espagnol","150 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3523752_uploaded_image1_1642113362.jpg"
"1739066407-181","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Hamsters","https://sn.coinafrique.com/annonce/autres-animaux/hamsters-3525591","Hamsters","15 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3689324_uploaded_image1_1652181532.jpg"
"1739066409-182","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Jeune cheval","https://sn.coinafrique.com/annonce/autres-animaux/jeune-cheval-3526170","Jeune cheval","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3526170_uploaded_image1_1642274663.jpg"
"1739066412-183","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3544114","Bœufs","900 000 CFA","Bambey, Sénégal",""
"1739066414-184","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cheval","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3569117","Cheval","500 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3569117_uploaded_image1_1644951974.jpg"
"1739066422-185","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poussins  d’oies","https://sn.coinafrique.com/annonce/autres-animaux/poussins-doies-3569402","Poussins  d’oies","35 000 CFA","Dakar, Sénégal",""
"1739066424-186","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde mâle","https://sn.coinafrique.com/annonce/autres-animaux/dinde-male-3575899","Dinde mâle","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4056115_uploaded_image1_1674103633.jpg"
"1739066426-187","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poussin caille","https://sn.coinafrique.com/annonce/autres-animaux/poussin-caille-3576048","Poussin caille","500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3576048_uploaded_image1_1645409801.jpg"
"1739066429-188","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Caille","https://sn.coinafrique.com/annonce/autres-animaux/caille-3607957","Caille","8 000 CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3607957_uploaded_image1_1647266236.jpg"
"1739066431-189","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatons","https://sn.coinafrique.com/annonce/autres-animaux/chatons-3613416","Chatons","400 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4540889_uploaded_image1_1705029103.jpg"
"1739066434-190","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Taurillon laitier","https://sn.coinafrique.com/annonce/autres-animaux/taurillon-laitier-3613432","Taurillon laitier","1 000 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3613432_uploaded_image1_1647552342.jpg"
"1739066436-191","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cochons","https://sn.coinafrique.com/annonce/autres-animaux/cochons-3614166","Cochons","15 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3614166_uploaded_image1_1647608880.jpg"
"1739066439-192","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3615764","Hamster","15 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3689324_uploaded_image1_1652181532.jpg"
"1739066441-193","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Angora","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-3634435","Chaton Angora","130 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4102298_uploaded_image1_1676900131.jpg"
"1739066444-194","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3645462","Boeuf","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4047285_uploaded_image1_1673554118.jpg"
"1739066446-195","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3645463","Boeuf","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4047285_uploaded_image1_1673554118.jpg"
"1739066449-196","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oie géant","https://sn.coinafrique.com/annonce/autres-animaux/oie-geant-3646953","Oie géant","450 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3646953_uploaded_image1_1649560934.jpg"
